paper_title,authors,year,DOI,citation_count,already_in_corpus,domain,estimator_keywords,dataset_name,dataset_topic,dataset_size_if_available,response_variable,predictors_or_covariates,coordinates_or_geometry,W_or_neighbor_structure_if_available,regression_formula_or_model_specification,formula_status,data_access_url,code_url,open_access_pdf_url,reason_for_selection,ingestion_priority,verification_notes,source_url,matched_query
"Demographic, jurisdictional, and spatial effects on social distancing in the United States during the COVID-19 pandemic",Rajesh Narayanan; James J. Nordlund; R. Kelley Pace; Dimuthu Ratnadiwakara,2020,10.1371/journal.pone.0239572,23,no,health / epidemiology,SAR,non vérifié,health / epidemiology,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0239572&type=printable,"spatial dataset likely, manual verification required; citations=23; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1371/journal.pone.0239572,spatial econometrics SAR SEM SDM dataset regression
Spatial modelling and mapping of urban fire occurrence in Portugal,Regina Bispo; Francisca G. Vieira; N. Larbi Daho Bachir; Pedro Espadinha-Cruz; José Pedro Lopes; Alexandre Penha; et al.,2023,10.1016/j.firesaf.2023.103802,23,no,housing / real estate,SDM,non vérifié,housing / real estate,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://research-repository.st-andrews.ac.uk/bitstream/10023/32012/1/Bispo_2023_FSJ_Spatial-modelling-urban-fire-occurence-Portugal_CC.pdf,"spatial dataset likely, manual verification required; citations=23; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1016/j.firesaf.2023.103802,spatial econometrics SAR SEM SDM dataset regression
"The Grain for Green Program Intensifies Trade-Offs between Ecosystem Services in Midwestern Shanxi, China",Baoan Hu; Zhijie Zhang; Hairong Han; Zuzheng Li; Xiaoqin Cheng; Fengfeng Kang; et al.,2021,10.3390/rs13193966,23,no,agriculture / crop yield; soil / geochemistry / pollution; land use / biodiversity,GWR,non vérifié,agriculture / crop yield; soil / geochemistry / pollution; land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/13/19/3966/pdf?version=1633251809,"spatial dataset likely, manual verification required; citations=23; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs13193966,multiscale geographically weighted regression dataset MGWR
Airbnb rental price modeling based on Latent Dirichlet Allocation and MESF-XGBoost composite model,Md Didarul Islam; Bin Li; Kazi Saiful Islam; Rakibul Ahasan; Md. Rimu Mia; M.E. Haque,2021,10.1016/j.mlwa.2021.100208,23,no,Airbnb / tourism; housing / real estate,ESF,non vérifié,Airbnb / tourism; housing / real estate,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.sciencedirect.com/science/article/pii/S2666827021001043/pdf,"dataset mentioned in title/abstract, manual verification required; citations=23; query=Moran eigenvector maps ESF spatial regression dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1016/j.mlwa.2021.100208,Moran eigenvector maps ESF spatial regression dataset
The impact of agricultural production agglomeration on agricultural economic resilience: based on spatial spillover and threshold effect test,Chao Ranran; Jingsuo Li,2024,10.3389/fsufs.2024.1464732,22,no,agriculture / crop yield,SDM,non vérifié,agriculture / crop yield,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2024.1464732/pdf,"spatial dataset likely, manual verification required; citations=22; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3389/fsufs.2024.1464732,spatial econometrics SAR SEM SDM dataset regression
Spatial spillover and COVID-19 spread in the U.S.,John M. Ulimwengu; Aziza Kibonge,2021,10.1186/s12889-021-11809-2,22,no,housing / real estate; health / epidemiology; soil / geochemistry / pollution; transport / mobility,SDM,non vérifié,housing / real estate; health / epidemiology; soil / geochemistry / pollution; transport / mobility,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://bmcpublichealth.biomedcentral.com/counter/pdf/10.1186/s12889-021-11809-2,"spatial dataset likely, manual verification required; citations=22; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1186/s12889-021-11809-2,spatial econometrics SAR SEM SDM dataset regression
Spatial spillover and threshold effects of digital rural development on agricultural circular economy growth,Jiehua Xu,2024,10.3389/fsufs.2024.1337637,22,no,agriculture / crop yield,SDM,non vérifié,agriculture / crop yield,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.frontiersin.org/articles/10.3389/fsufs.2024.1337637/pdf?isPublishedV2=False,"spatial dataset likely, manual verification required; citations=22; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3389/fsufs.2024.1337637,spatial econometrics SAR SEM SDM dataset regression
Effect of Complex Road Networks on Intensive Land Use in China’s Beijing-Tianjin-Hebei Urban Agglomeration,Chen Zeng; Zhe Zhao; Cheng Wen; Jing Yang; Tianyu Lv,2020,10.3390/land9120532,22,no,transport / mobility; land use / biodiversity,SAR,non vérifié,transport / mobility; land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2073-445X/9/12/532/pdf?version=1608705871,"spatial dataset likely, manual verification required; citations=22; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/land9120532,spatial econometrics SAR SEM SDM dataset regression
"Quantifying the spatial nonstationary response of influencing factors on ecosystem health based on the geographical weighted regression (GWR) model: an example in Inner Mongolia, China, from 1995 to 2020",Li Na; Yu Shi; Luo Guo,2023,10.1007/s11356-023-26915-4,21,no,health / epidemiology; climate / weather; land use / biodiversity,GWR,non vérifié,health / epidemiology; climate / weather; land use / biodiversity,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://link.springer.com/content/pdf/10.1007/s11356-023-26915-4.pdf,"spatial dataset likely, manual verification required; citations=21; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1007/s11356-023-26915-4,geographically weighted regression dataset GWR MGWR bandwidth
Exploring hot spots of short birth intervals and associated factors using a nationally representative survey in Bangladesh,Mohammad Zahidul Islam; M. Mofizul Islam; M. Mofizul Islam; M. Mofizul Islam; Md. Mostafizur Rahman; Md Nuruzzaman Khan,2022,10.1038/s41598-022-13193-2,21,no,education / inequality; health / epidemiology,GWR,non vérifié,education / inequality; health / epidemiology,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.nature.com/articles/s41598-022-13193-2.pdf,"spatial dataset likely, manual verification required; citations=21; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1038/s41598-022-13193-2,geographically weighted regression dataset GWR MGWR bandwidth
Impact of urbanisation and environmental factors on spatial distribution of COVID-19 cases during the early phase of epidemic in Singapore,Murali Krishna Gurram; Min Xian Wang; Yi‐Chen Wang; Junxiong Pang,2022,10.1038/s41598-022-12941-8,21,no,health / epidemiology; climate / weather,GWR,non vérifié,health / epidemiology; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.nature.com/articles/s41598-022-12941-8.pdf,"spatial dataset likely, manual verification required; citations=21; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1038/s41598-022-12941-8,geographically weighted regression dataset GWR MGWR bandwidth
Satellite-based estimation of the impacts of summertime wildfires on PM <sub>2.5</sub> concentration in the United States,Zhixin Xue; Pawan Gupta; Sundar Christopher,2021,10.5194/acp-21-11243-2021,20,no,health / epidemiology; soil / geochemistry / pollution; climate / weather,GWR,non vérifié,health / epidemiology; soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://acp.copernicus.org/articles/21/11243/2021/acp-21-11243-2021.pdf,"empirical/case-study dataset likely, manual verification required; citations=20; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.5194/acp-21-11243-2021,geographically weighted regression dataset GWR MGWR bandwidth
Is the Real Estate Market of New Housing Stock Influenced by Urban Vibrancy?,Alice Barreca; Rocco Antonio Curto; Diana Rolando,2020,10.1155/2020/1908698,20,no,housing / real estate,SAR,non vérifié,housing / real estate,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://downloads.hindawi.com/journals/complexity/2020/1908698.pdf,"spatial dataset likely, manual verification required; citations=20; query=housing price spatial econometrics GWR SAR dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1155/2020/1908698,housing price spatial econometrics GWR SAR dataset
Evaluating Fertilizer Use Efficiency and Spatial Correlation of Its Determinants in China: A Geographically Weighted Regression Approach,Xiuguang Bai; Tianwen Zhang; Shujuan Tian,2020,10.3390/ijerph17238830,20,no,education / inequality; agriculture / crop yield; soil / geochemistry / pollution; climate / weather,GWR,non vérifié,education / inequality; agriculture / crop yield; soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/1660-4601/17/23/8830/pdf?version=1606701293,"spatial dataset likely, manual verification required; citations=20; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijerph17238830,crop yield spatial regression GWR random forest dataset
Spatial Heterogeneity of Vegetation Response to Mining Activities in Resource Regions of Northwestern China,Hanting Li; Miaomiao Xie; Huihui Wang; Shaoling Li; Meng Xu,2020,10.3390/rs12193247,48,no,non vérifié,GWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/12/19/3247/pdf?version=1602248168,"spatial dataset likely, manual verification required; citations=48; query=health mortality spatial regression GWR dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs12193247,health mortality spatial regression GWR dataset
Fintech and financial stability: Evidence from spatial analysis for 25 countries,Barbara Koranteng; Kefei You,2024,10.1016/j.intfin.2024.102002,43,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,http://gala.gre.ac.uk/id/eprint/46828/13/46828_YOU_Fintech_and_financial_stability_Evidence_from_spatial_analysis_for_25_countries.pdf,"spatial dataset likely, manual verification required; citations=43; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1016/j.intfin.2024.102002,spatial econometrics SAR SEM SDM dataset regression
"Exploring the Driving Factors of Remote Sensing Ecological Index Changes from the Perspective of Geospatial Differentiation: A Case Study of the Weihe River Basin, China",Kaili Zhang; Rongrong Feng; Zhicheng Zhang; Chun Deng; Hongjuan Zhang; Kang Liu,2022,10.3390/ijerph191710930,41,no,non vérifié,MGWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/1660-4601/19/17/10930/pdf?version=1662343309,"empirical/case-study dataset likely, manual verification required; citations=41; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijerph191710930,geographically weighted regression dataset GWR MGWR bandwidth
Effects of Science and Technology Finance on Green Total Factor Productivity in China: Insights from an Empirical Spatial Durbin Model,Ying Lu; Mahmood Ahmad; Haotian Zhang; Jingxian Guo,2023,10.1007/s13132-023-01306-9,36,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://link.springer.com/content/pdf/10.1007/s13132-023-01306-9.pdf,"empirical/case-study dataset likely, manual verification required; citations=36; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1007/s13132-023-01306-9,spatial econometrics SAR SEM SDM dataset regression
Does government intervention affect CO2 emission reduction effect of producer service agglomeration? Empirical analysis based on spatial Durbin model and dynamic threshold model,Jinling Yan; Xiaodong Yang; Chunxia Nie; Xufeng Su; Junfeng Zhao; Qiying Ran,2022,10.1007/s11356-022-20143-y,34,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://link.springer.com/content/pdf/10.1007/s11356-022-20143-y.pdf,"empirical/case-study dataset likely, manual verification required; citations=34; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1007/s11356-022-20143-y,spatial econometrics SAR SEM SDM dataset regression
Influence of Collaborative Agglomeration Between Logistics Industry and Manufacturing on Green Total Factor Productivity Based on Panel Data of China’s 284 Cities,LI Jin-feng; Haicheng Xu; Wanwan Liu; Dongfang Wang; Wenlong Zheng,2021,10.1109/access.2021.3101233,31,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://ieeexplore.ieee.org/ielx7/6287639/9312710/09502077.pdf,"spatial dataset likely, manual verification required; citations=31; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1109/access.2021.3101233,spatial econometrics SAR SEM SDM dataset regression
Spatial Heterogeneity Analysis for Influencing Factors of Outbound Ridership of Subway Stations Considering the Optimal Scale Range of “7D” Built Environments,Zhenbao Wang; Jiarui Song; Yuchen Zhang; Shihao Li; Jianlin Jia; Chengcheng Song,2022,10.3390/su142316314,31,no,non vérifié,MGWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2071-1050/14/23/16314/pdf?version=1670422001,"spatial dataset likely, manual verification required; citations=31; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/su142316314,geographically weighted regression dataset GWR MGWR bandwidth
Computer Vision and Pattern Recognition for the Analysis of 2D/3D Remote Sensing Data in Geoscience: A Survey,Michalis A. Savelonas; Christos Veinidis; Theodoros Bartsokas,2022,10.3390/rs14236017,29,no,non vérifié,SAR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/14/23/6017/pdf?version=1669886186,"dataset mentioned in title/abstract, manual verification required; citations=29; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs14236017,crop yield spatial regression GWR random forest dataset
Does the innovation-driven digital economy improve the resilience of industrial and supply chains?,Yuling Wang; Yuliang Long; Jing Wang,2025,10.1016/j.jik.2025.100733,27,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.econstor.eu/bitstream/10419/327628/1/S2444569X25000782.pdf,"empirical/case-study dataset likely, manual verification required; citations=27; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1016/j.jik.2025.100733,spatial econometrics SAR SEM SDM dataset regression
Can new quality productive forces promote inclusive green growth: evidence from China,Wang Qi; X Chen,2024,10.3389/fenvs.2024.1499756,26,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2024.1499756/pdf,"spatial dataset likely, manual verification required; citations=26; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3389/fenvs.2024.1499756,spatial econometrics SAR SEM SDM dataset regression
The spillover effect of economic institutions on the environment: A global evidence from spatial econometric analysis,Olivier Joseph Abban; Gulasekaran Rajaguru; Alex O. Acheampong,2024,10.1016/j.jenvman.2024.123645,25,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://pure.bond.edu.au/ws/files/268054905/The_spillover_effect_of_economic_institutions_on_the_environment_A_global_evidence_from_spatial_econometric_analysis.pdf,"spatial dataset likely, manual verification required; citations=25; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1016/j.jenvman.2024.123645,spatial econometrics SAR SEM SDM dataset regression
Spatial effects of environmental regulation on high-quality economic development: From the perspective of industrial upgrading,Yangyang Li; Weijiang Liu,2023,10.3389/fpubh.2023.1099887,24,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.frontiersin.org/articles/10.3389/fpubh.2023.1099887/pdf,"empirical/case-study dataset likely, manual verification required; citations=24; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3389/fpubh.2023.1099887,spatial econometrics SAR SEM SDM dataset regression
"Digital Economy, Clean Energy Consumption, and High-Quality Economic Development: The Case of China",Zhong Ren; Jie Zhang,2023,10.3390/su151813588,23,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2071-1050/15/18/13588/pdf?version=1694509786,"empirical/case-study dataset likely, manual verification required; citations=23; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/su151813588,spatial econometrics SAR SEM SDM dataset regression
Influential Factors Regarding Carbon Emission Intensity in China: A Spatial Econometric Analysis from a Provincial Perspective,Liming Xue; Shuo Meng; Jiaxing Wang; Lei Liu; Zhixue Zheng,2020,10.3390/su12198097,21,no,non vérifié,SDM,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2071-1050/12/19/8097/pdf?version=1602207039,"spatial dataset likely, manual verification required; citations=21; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/su12198097,spatial econometrics SAR SEM SDM dataset regression
Evaluating Eigenvector Spatial Filter Corrections for Omitted Georeferenced Variables,Daniel A. Griffith; Yongwan Chun,2016,10.3390/econometrics4020029,20,no,non vérifié,ESF,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2225-1146/4/2/29/pdf?version=1466494414,"empirical/case-study dataset likely, manual verification required; citations=20; query=Moran eigenvector maps ESF spatial regression dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/econometrics4020029,Moran eigenvector maps ESF spatial regression dataset
Spatial and temporal analysis of fires in Serbia for period 2000-2013,Vojkan Gajović; Bojana Todorovic,2013,10.2298/ijgi1303297g,20,no,non vérifié,GWR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,http://www.doiserbia.nb.rs/ft.aspx?id=0350-75991303297G,"spatial dataset likely, manual verification required; citations=20; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.2298/ijgi1303297g,crop yield spatial regression GWR random forest dataset
Downscaled‐GRACE Data Reveal Anthropogenic and Climate‐Induced Water Storage Decline Across the Indus Basin,Arfan Arshad; Ali Mirchi; Saleh Taghvaeian; Amir AghaKouchak,2024,10.1029/2023wr035882,44,no,agriculture / crop yield; climate / weather,spatial_random_forest,non vérifié,agriculture / crop yield; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2023WR035882,"spatial dataset likely, manual verification required; citations=44; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1029/2023wr035882,crop yield spatial regression GWR random forest dataset
Modeling the Effects of Drivers on PM2.5 in the Yangtze River Delta with Geographically Weighted Random Forest,Zhangwen Su; Lin Lin; Zhenhui Xu; Yimin Chen; Liming Yang; Honghao Hu; et al.,2023,10.3390/rs15153826,30,no,health / epidemiology; soil / geochemistry / pollution; climate / weather,spatial_random_forest,non vérifié,health / epidemiology; soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2072-4292/15/15/3826/pdf?version=1690834958,"spatial dataset likely, manual verification required; citations=30; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/rs15153826,crop yield spatial regression GWR random forest dataset
PyGRF: An Improved Python Geographical Random Forest Model and Case Studies in Public Health and Natural Disasters,Kai Sun; Ryan Zhenqi Zhou; Jiyeon Kim; Yingjie Hu,2024,10.1111/tgis.13248,27,no,health / epidemiology,spatial_random_forest,non vérifié,health / epidemiology,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://arxiv.org/pdf/2409.13947,"dataset mentioned in title/abstract, manual verification required; citations=27; query=geographically weighted regression dataset GWR MGWR bandwidth",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1111/tgis.13248,geographically weighted regression dataset GWR MGWR bandwidth
Bayesian Variable Selection in Spatial Autoregressive Models,Philipp Piribauer; Jesús Crespo Cuaresma,2016,10.1080/17421772.2016.1227468,22,no,non vérifié,SAR,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,non trouvé,"empirical/case-study dataset likely, manual verification required; citations=22; query=spatial econometrics SAR SEM SDM dataset regression",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.1080/17421772.2016.1227468,spatial econometrics SAR SEM SDM dataset regression
Estimation of the Near-Surface Ozone Concentration with Full Spatiotemporal Coverage across the Beijing-Tianjin-Hebei Region Based on Extreme Gradient Boosting Combined with a WRF-Chem Model,Xiao-Min Hu; Jing Zhang; Wenhao Xue; Lihua Zhou; Yunfei Che; Tian Han,2022,10.3390/atmos13040632,20,no,soil / geochemistry / pollution; climate / weather,boosting,non vérifié,soil / geochemistry / pollution; climate / weather,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2073-4433/13/4/632/pdf?version=1650267090,"dataset mentioned in title/abstract, manual verification required; citations=20; query=crop yield spatial regression GWR random forest dataset",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/atmos13040632,crop yield spatial regression GWR random forest dataset
"Exploring the Spatiotemporal Effects of the Built Environment on the Nonlinear Impacts of Metro Ridership: Evidence from Xi’an, China",Yafei Xi; Quanhua Hou; Yaqiong Duan; Kexin Lei; Yan Wu; Qianyu Cheng,2024,10.3390/ijgi13030105,28,no,non vérifié,boosting,non vérifié,non vérifié,non trouvé,non vérifié,non vérifié,spatial units/coordinates implied; à vérifier,non vérifié,non vérifié,not_found,non trouvé,non trouvé,https://www.mdpi.com/2220-9964/13/3/105/pdf?version=1711015181,"spatial dataset likely, manual verification required; citations=28; query=multiscale geographically weighted regression dataset MGWR",medium,"OpenAlex screening only; vérifier texte complet, données, formule et code avant ingestion.",https://doi.org/10.3390/ijgi13030105,multiscale geographically weighted regression dataset MGWR
